first,second,result
Cyberbear 11,Cidzilla V12,Cidzilla V12
Mac-voc-ipilot,Cyberpuma,Cyberpuma
Steamwallzilla,Cyberdio ZZ,Nothing
Cyberbaby 12.0,Cyber Cult 11.0,Nothing
Cyber-steamzilla 9.1,Cyber-gnu-mote Vw9,Cyber-steamzilla 9.2
Cidus-gamera V9,Cyberbaby 2.0,Cidus-gamera V10
Cyberborg,Cyberrv,Cybertruck
Cyber-snus Nova 10.0,Cyberdine,Nothing
Cyberibex VI,Ai-Cid,Nothing
Popverse,Hackrella,Nothing
Atomleaks 8.0,Cyber-tiki X V11,Cyber-tiki X V11
Mechazilla 7.0,Chipsos 5.0,Chipsos 12.0
Steam Pope,Citron Dos 10.1,Nothing
Cyber Puff Linux 13.1,Cyber-moe X V10,Cyber-moe X V10.1
Cyber-santa-vio-linux,Artzilla 10 Zephyr,Artzilla
Cyberbabe 9,Cyber-vwpeepzilla,Nothing
iTunes,Z,Zunes
Citron Gamera,Ugg,Citron Ugg
Cyber Syrinx V,Cyberlo Puma,Nothing
Cocobot 9,Super Ai Syrinx,Nothing
Cyberogre V20,Gamera 9.0,Cyberogre 9.0
Gnu-tron,Wii-u Oil,Nothing
Hack Venus,Cyber-moe Vw X,Nothing
Cyberjam,Cyber Macbook Z,Cyberjam
Cidzilla V6,Cybermayzilla,Cidzilla V7
Cyberboom V,Cyberland 7.0,Cyberboom V 7.0
Cyberkat 7.0,Cyberark,Nothing
Cyberella 10.1,Cyberdrychu Vw,Nothing
Codzilla V2,Cyber Syrinx,Codzilla
Vwere-dos,Xbox One X,Vwere-dos X
3ds Kindle,Cyberion 9,Nothing
Cybervan,Atomkite X Syrinx,Nothing
Mac Genesis,Cyberbin,Cyber Genesis
Cyber-zen,Chipzilla 11.0,Chipzilla 12.0
Aikidorex 7.0,Mac Tank V9,Nothing
Cyberai-gnu Zerg,Cidzilla V-Max,Nothing
Cyberquilzilla V21,Laser Cow,Cyberquilzilla V22
Macbook,Cyber Irwin,Cyberbook
Ddosrella-gagezilla,Cyber Linux,Cyber Ddosrella-gagezilla
Cybermob 8.0,Aikidorex,Aikidorex 8.0
Voltron,Cidzilla 9.2,Cidzilla 9.3
Cyber Vr U,Aikidorex,Nothing
Xbox One X,Laptop,Gamer
Macintosh U,Betaq,Macintosh
Cd-rom Zerg,Cyber X-zerg,Zerg
Cyberark,Cybermire,Nothing
Orca Mac,Cyberbaby 10.1,Cyberbaby 10.2
Macintosh Akita V8,Solar Wasabi,Nothing
Cybervirgo,Cyber-moe,Cyber-moevirgo
Cyber-tiki Z-one,Cyberkite V11 Nemo,Nothing
Cyber Solar Zerg,Icorn Jdv9,Cyber Solar Zerg
Gnu Mech-a-syrinx,Cyberpuck,Cyberpunk
Cyber-genie X,Ai-oasis,Nothing
Cyber Mac Flubiv,Aizu Linux,Nothing
Chip Dos Rv,Codzilla V3,Nothing
Clonefelf 2.0,Goa Mac Flubiv,Nothing
Cyber-serverzilla,Cyberdustzilla,Cyber-godzilla
Cybercan 11,Wakko Cyberark,Nothing
Codzilla Nova X Vw,Mac-gamera,Nothing
Cybermole V12,Clonefex X-zerg 7.1,Nothing
Mmosb,Cyber-mote-gnus,Nothing
Cyberkart V,Solar Zephyr,Nothing
Androidzilla,Cyber-genie Z,Cyber-genie Zilla
Ai Solar V9,Gizmotis V,Nothing
Gnu Solar Saint,Cyber Genie Z,Cyber Genie Z
Cyber Solar Macmo,Hybrid,Cyber Solar Macmo
Cyberdad 8,Cyber Pope,Cybermom
Chipzilla 11.4,Cybermoe 9,20.4
Steam Computer,Tiki-serverzilla,Steam-powered Tiki-serverzilla
Cloudfex,Cyberdrive Mac,Nothing
Cybertea Linux,Cyber-mac,Cybertea Linux
Mac OS X 10.7.1,Hackfoxus,Nothing
Chipzilla 4,Cyber Cider,Nothing
Cyberdock Zerg,Ai Nova,Ai Nova Zerg
Cyber-vw Zephyrquilzilla,Cyber Oil,Cyber-vw Zephyrquilzilla
Cyan,Cyberion,Cyberion
CYBERKAT,Cyberwax Vr,Cyberkat
Cyberbear Z,Cyberpun,Cyberbear Z
Hackbot,Cybermob 9.4,Cybermob 9.5
9 Volt,Hackios,Hack
Cyberd Amos Mac,Squidfox,Nothing
Cyber Librex,Cyberdad 9,Cyberdad 10
Cyberwii,Ataricyber Zerg,Ataricyber Zerg
Super Mac Icorn,Cyberibex,Cyberibex
Tiki Cyber,Cyber Vwpeep,Cyber Tiki
Cyberbird,Cyber Cider,Nothing
Cybermilk 4.0,Ai-solarwell,Ai-solarwell 4.0
Cyberelf V,Cyber-zerg 7.0,Cyberelf 7.0
Cyberkart V2,Cyber Steamfox Z,Cyber Steamfox Z V2
Gnu,Cidzilla 10.2,Nothing
Solar Citron,Chipsos 4.0,Chipsos 4.1
Cyber-nemo X,Vw Bug,Nothing
Ai-yo-yo-gnu-in,Ai-amos,Ai-yo-yo-gnu-in
Cidzilla Sos,Cyber-tiki 7.2,Cidzilla Sos
Faraday,Cyber Diesel 10,Cyber Diesel 10
Cloudware,Cloudtron 7.3,Cloudtron 7.4
Cyberwax Vr,Mac Tank,Nothing
Ai Solar V9,Cybercable,Ai Solar V10
CdMozilla,Cyberdust,Nothing
Vw-gizmo,Cd-elf,Cd-elf
Cyberkart V,Cyber Gnu-vw9,Cyber Gnu-vw9
Ai Macbook 10.0,Mac64,Macbook Pro
Cyberfan,Cyberbaby 8.0,Cyberbaby 8.1
Hackmo 6.0,Venusleaks,Hackmo 6.1
Cyber-puma,Cyber Cult 11.0,Cyber-puma 11.0
Cidus 3.0,Cyber-ck,Cidus 3.0
WiiMech,Dronezilla,Nothing
Gnu-in-a-bottle-ip,Cyberjewmoai,Nothing
Windows 95,Cyber-fuji VI,Nothing
Cyber Rv,Ai-voltron,Voltron
Cyber-puma R,Carmbo Vw,Nothing
Cyber 3dsxl,Pixel,Pixel 3dsxl
Cyberodin,Codzilla Nova X,Nothing
Cyberkart U,Cyberbear 7.4,Nothing
Cyberdad 10,Cyberkite V11,Cyberdad 21
Cyberzen10,Cyberlo Pan 11.0,Cyberlo Pan 11.0
Cidzilla V13,Cyberion V20,Cidzilla V20
Cybermii,Cyberibex V,Cyberibex
Cid-n-gage 6.0,Solar Voltron,Nothing
Ai Zergtron 2.0,Ai Mac Syrinx,Ai Zergtron 3.0
Glowborg,Gnu-dos,Nothing
Coolzilla64,Cyber-tiki Z,Coolzilla64
Androidzilla Z,Cygnet,Androidzilla
Cidzilla 19.0,Cyber Solar Vw Kush,Cidzilla 19.1
Cyber-santa-poo,Steamfoxwall,Cyber-santa-poo-steamfoxwall
Super Ai-amos,Cyber-gnu-mote,Cyber-gnu-mote-ai-amos
Cyber-tiki 9.0,Solar Robot,Nothing
Hackstar,Ai-z Mac,Nothing
Cyberkimmoe,Cybercbo,Nothing
Vw-zen-ck,Cyber-dos 11.7.1 V,11.7.11.7.11.7.11.7
Hackzilla,Wal-disk,Wal-mart
Cyber-lopecum,Cyber-solar,Cyber-lopecum
Cyberlo 10,Sysrex 10,Cyberlo 20
Ai Chipzilla 10.0,Cybersunda,Ai Chipzilla 10.0
Cyberpong U,Cyber-tiki Z,Cyber-tiki ZU
Cyberudon,Solar Glue,Cyberudon
Cyber Squid 7.1,Netscape,Cyber Squid 7.2
Lupus.net,Solar Dinosin,Nothing
Atari Humus 11.0,Citronzilla V,Nothing
Cyber Rook U,Mechazilla 8.0,Cyber Mechazilla 8.0
Cyberai-gnu Zerg Linux,Vw Ipad,Nothing
Ai Zergtron 10.0,Chip Eros,Ai Zergtron 10.0
Voltron,Hackrv,Hacktron
Cyber Steamfox,Cyber Zerg V10,Cyber Zerg V10
Steamwallzilla,Cyber-moe X,Nothing
Cyberham 10.0,Pixelcorn,Cyberham 10.1
Cyberland 10,Cybercars,Nothing
Cyber-yo,Ai Voltron,Cyber-Voltron
V10,Cyberqborgusa VI,Nothing
Citron Macintosh,Cybergolem 10.0,Cybergolem 10.0
Cyber-dos 10.7.1,Cyborg Reef,Cyber-dos 10.7.2
Vw Bus,Cyber T Rex,Nothing
Cyberpillv,Citronzilla11,Cyberzilla11
Cyber Puma,Chip Eros,Chip Eros
Cyber Loxp 6.0 Z,Cyber Vw9,Cyber Loxp 6.0 ZW
Emus,Cidzilla Voltron 10.1,Cidzilla Voltron 10.1
Cidzilla,Firewallzilla,Nothing
Codzilla V2,EPA,Codzilla
Cyberduo 9,Ai Mac Syrinx,Ai Mac Syrinx
Cybermole V10,Gnu/zilla,Cybermole V11
Ai Zergtron 4.0,Cyber-god Z,Ai Zergtron 5.0
Vw Ipad,Cyber Gnu-in Z,Nothing
Cyber Jdv9,Vr,Nothing
Cybercake X,Ipad Jesus,Cybercake X
Cyber K-mac 98,Ai Silicon 9.2,Nothing
GMO,Aizu Linux,Aizu Gmo
Cyber Genie,Cyber Cult 9,Cyber Genie 9
Cyberthai,Pixel-voltron,Cybertron
Cyber Mac Ra,Cyberbaby 11.0,Cyberbaby 12.0
Cyber-vr,MacJack,Cyber-macjack
Echozilla,Cyber Solar Vr,Nothing
Cyberpillv,Cybervr,Cyberpillvr
Cybercat 11.0,Cyberd Tiki,Nothing
Cyberkite V10 Nemo,Cyberdrive Pop,Nothing
Vw,Cyber-snus,Vw
Cyberham 3d Vw,Cyber-puma 11.0,Nothing
Cybermen,K-Mac V,Nothing
Cyber-mote V20,iTunes,Cyber-mote V20
Cyber Saki 7.0,Elonfox,Nothing
Super Steamzilla,Zzz,Sleep
Cyber-vwpeep V11,Cidzilla 3d,Nothing
Firezilla,Ai-solarwell 4.0,Nothing
Cyberelf V,Geek,Cyberelf V
Clonefie,Citron Dos 10.2,Clonefie
Cyber-da-fé 4.0,DOS,Cyber-da-fé 4.0
Cyber-zep10,Cyber Yoni 18.0,Cyber Yoni 18.0
Cyberoy Zephyr,Cyber-saur 9.0 V,Cyber-saur 9.0 V
Cyber Xbot,Cybermii-vio,Cybermii-vio Xbot
Cybermoe 10,Ai Silicon 9.2,Nothing
Cyberantzilla,Cyber-tiki X,Nothing
Cyberdad 9,Cyber-trex V10,Cyber-trex V11
Solarrex,Cybercake 9,Cybercake 10
Cyberjew 10.1,Super Vw Ipad,Cyberjew 10.2
Cidzilla V7,Cyber-unicar,Cidzilla V8
Cyber-dos Zephyr,Ai Mac64,Ai Mac64 Zephyr
Cybercake V,Cloneworf,Cybercake
Solar Kush,Cidzilla Sos 8.0,Cidzilla Sos 8.0 x Solar Kush
Chipzilla 9.1,Cybercake VI,Nothing
Cyber-mart,Cyclopszilla,Cyber-martzilla
Cybercba X,Cybermilk 10.0,Cybercba 11
Cyberkite V9,Cyberkart V,Cyberkart V9
Cyberbaby 9.0,Cyber Vaporjam,Nothing
Cyber-tiki 4.0,Cyborgrove,Nothing
Loxzilla,Were-vw,Were-vw
Cyberq,Solar Popbot,Nothing
Chipzilla 20.0,Vaporcat,Chipzilla 20.1
Cyber-dos-leaf,Zenon,Cyber-dos-zenon
Cyberion V21,Cyber Solar X-zerg,Nothing
Were-solar,PDF,Were-pdf
Cyberlo Syrinx,Cidzilla V5,Cidzilla V6
Ip,Cyber Icarus,Cyber Icarus
Cyberkart V4,Cybermob 9.5,Nothing
Cyberduck 9.0,Ai-quark Zephyr,Nothing
Cidzilla VR,Cidzilla 3d,Cidzilla 3d Vr
Cyan Mac 8.2,Cyber Steam Udon 7.0,Nothing
Mac-gamera,Steamzilla,Nothing
Ai Zerg Syrinx,Solar Zerg,Zerg Queen
Cybercult 7.2,Icorn Jdv9,Nothing
Cyberio,Cloudborg 6.0 Z,Cloudborg 6.0 Z
X-zerg,Cyber Trex,Cyber T-Rex
Were-cyberus,Cyberjewel,Cyber-were-cyberus
Cybermommy 7.1,Cyber Syrinx,Cybermommy 7.2
Werecomputer,Cyber-zilla,Cyber-zilla
Palm Imac,Mac-voc-tiki,Nothing
V9,Cybercan 9,Nothing
Cyberdiozilla,Ipadzilla,Nothing
Cyber Gnu-vw,Citron Dos 10.1,Nothing
Cyber Squid 9.0,Citron Dos 10.2,Cyber Citron Dos
Cyberwii,Dosdna,Cyberdosdna
VPN,Solar Skimzilla,Solar Skimzilla
Cybervw 8.1,iTunes,Cybervw 8.2
Cyberantzilla,Chaos Zephyr,Cyberantzilla
Cyberoy,Cyborgusa,Cyberman
Cybercake V,Solar Browser,Cybercake VI
Cyberlimo,Cyber-solar,Nothing
Ddos,Cyber-snus Nova,Cyber-snus Nova
Cyberham 3d Vw,Cybermob,Nothing
Cyberflower Zerg,Cyber-steamzilla,Nothing
Astrovan Z 2.0,Cybervpin,Nothing
Cybercube 18.0 U,Pdf,Nothing
Cyberdoll 10,Cyber Syrinx Vwpeep,Nothing
Cyber Solar Trex,Cyberpod,Cybertron
Cyberbear 7.0,Cybermilk 11.1,Cyberbear 18.1
iTunes,Cyberwicca 11.0,Cyberwicca 11.1
WRC,Cyber-dos Zephyr,Cyber-dos Zephyr
Pop OS,Macbird,Nothing
Clonefex 8.0,Cyberdine Z,Nothing
Cyber Cum,Citron X-zerg,Nothing
Cybermilk ZVw,Aizu Linux 7.0,Nothing
Vw Ipad,Opec-solar,Nothing
Cyber-santa-vio-linux,Cyberdice,Nothing
Cybervac,Cybermob 7.4,Cybermob 7.5
Cyber-dos 10.7.1,Cyber-dos Vr X,Cyber-dos 10.7.1 Vr X
Atom,VW Bug,Atom Bomb
3dsxl,Ai Macbook 10.0,Nothing
Ai Zergtron 9.1,Cyberoy Zephyr,Ai Zephyr
Cyberlo Gnu Mech,Super Flatfox,Cyberlo Gnu Mech
Hackstar,Cybermoe 7,Cybermoe 8
Cyber Diesel 10,Beta Hybrid,Cyber Diesel 11
Cyber Nimbus,Icons,Cyber Nimbus
Cybercrayon Z,Superwell,Nothing
Cyberq X,Solar Hulk,Cyberhulk
Chip Eros 4.0,Ai-oasis,Nothing
Cyber-zep,Cyberworf,Nothing
Gizmo-solar,Cyber Luau Linux,Cyber Luau Linux
Macmo Solar Van,Ai-Ultron,Nothing
Cyber Luau Linux,Cyberus,Cyber Luau
Windows 98,Ai Solar V10,Ai98
Cyber-go-v 8.0,Jontron 10.0,Cyber-go-v 18.0
Ai Zerg,Vaporwolf,Ai Wolf
Cyberpoop,Chipzilla V,Chipzilla VI
Cyber-dos 11.3,Vaporware,Nothing
Cyber Gizmo-v,Cyber Squid 8.0,Cyber Gizmo-v 8.0
Cyberham 3d V,Cybermommy 9.0,Cyberbaby 10.0
Mac Tank Zenon,Cyberkite V11,Nothing
Cybermoai Imp,Cybervacuum X,Nothing
Icarus 2.0,VW Bug,Vw Beetle
Vr9,Cyber-saur 9.0 V,Nothing
Ddos,Cyberkid Z-one,Cyberkid Z-one
Supervac,Cyber-mote V10.9,Cyber-mote V10.10
Cyber-puma Nova,Cyberbaby 11.0,Cyber-puma Nova 11.0
Cyber Saki 7.0,Hackmoss,Nothing
Cyber-dos 11.0,Cyberdisc,Cyber-dos 11.0
Cyber Solar Vr,Pc,Nothing
Gnu-tron,Cyberkat 7.1,Cyberkat 7.2
Steamwallzilla,Clonezilla 9.0.1,Clonezilla 9.0.2
Coconet 13.0,Cyber-yo-leaf,Nothing
Cyberd Amos,Chaos K-mac Vr,Chaos K-mac Vr Amos
Super Mac Icorn,Cyber Zephyr,Cyber Zephyr
Vwere-dos,Super Emus,Super-Vwere-dos
Cyber Mac,Cyber-zerg,Cyber-zergling
Chip Dos Rv,Gmo Tankzilla,Nothing
Piranha Pc,Cyber Yoni,Cyber Yoni
Bot,Gnu-mote,Robot
Macmo Vaporjam,Cyberbaby 8.0,Cyberbaby 8.0
Cyber-nemo X,Solar Car,Nothing
Cyber-tiki 9.0,Zep,Cyber-tiki 9.1
Spawn,Cyberzombot,Cyberzombot
Cyberpong U,Cybermilk VI,Nothing
Macintosh Zephyr,CyberMac,Nothing
Cyber Saki 7.0,Microzilla,Cyber Saki 7.0
Artzilla 12.0,Cyberhulu,Artzilla 12.0
Cyber-dos 10.7.1 Vio,Cyberibex VI,Nothing
Cyberoy Zephyr,Atomkite X 7.0,Atomkite X 7.0
Cyber Borg,Cyberboom V 7.0,Cyberboom V 8.0
Cyber Rv,Cyber-vwpeep V9,Nothing
Cyberlaser,Cidzilla 7.0,Nothing
Codzilla Vr,Cyber-steambear X,Nothing
Cyborgaroo,Cybergo,Cybergooroo
Cyberkat 7.0,Steamwallzilla,Cyberkat 7.0
Cyber-puma Nova,Cyberakita Z,Nothing
Jontronzilla,Triad,Jontronzilla
Cyberboom V22,Solar Ark,Solar Cyberboom
Cidzilla VR,Cidmorph,Cidzilla
Cyberzilla11,Clonefelf 11.0,Nothing
Mac,Cyber-trex Vw9,Nothing
Solar Ipad,Cyberella 10.1,Cyberella 10.2
Mac6502,Superworm,Nothing
Macmo,Cyber-Gnu,Cyber-macmo
Cyberhoopla,Pixel-voltron,Cybertron
Cyberhula,Vw Bug,Vw Bus
E-Juice,Vlog,Vape
Ai Cybermum,Gizmotronzilla,Ai Cybermumzilla
Codzilla Nova,Cyber Snus,Codzilla Nova
Superhulk,3ds,Nintendo
Cybermac64 Vw,Cyber-la,Nothing
Ok Computer Vr,Cidusb Vw95,Nothing
Cyberzenus,Cyberkimmoe Vw,Nothing
Solar Skimzilla,Cyberwax Vr,Nothing
Cyber-da-fé,Cyberbabe 7,Nothing
Cyber-mac,Cloudtron 7.1,Nothing
Cyber-dos Vw 9.0,Chipzilla V2,Nothing
9 Volt Loxzilla,Cyber-la-la,9 Volt Loxzilla
Cybermilk 10.7.1 V,Cyber-dos 10.7.1 Vr X,Cybermilk 10.7.1 Vr
Gamera 7.0,Cyberzen10,Cyberzen10
Cybermire,Cybermoai 9.0,Nothing
Cyber Zerg V9,Cyberzen11,Nothing
Cyber-zep11,Cyan Mac 8.0,Cyan Mac 8.1
Z-Trex,Gnu-bot,Nothing
Cidusb,Solar Punk,Ciduspunk
Cyberski,Cid Air,Cid Air
Cyberogre V10,Cyber-genie Y,Cyber-genie V10
Cybermole,Cyber Cult 11.0 Vw,Cyber Cult
